,FISV,KLAC,NTDOY,LRCX,TCOM,CRM,NTES,CERN,SWKS,ICE,MSTR,XLNX,AMD,ANSS,MU,LPSN,MELI,ONTO,ASML,NVDA,BKNG,GOOGL,ADI,AEIS,BIDU,EBAY,AAPL,CDNS,ATVI,AMZN,TSM,MRVL,CSCO,EGHT,INTC,EXAS,MSFT,ORCL,IDXX,PAYX,ADSK,ADP,MXIM,MCHP,DIOD,QCOM,INTU,TXN,POWI,CHKP,ADBE,AMAT,SNPS,NFLX,FORM,EA,MTCH,AVGO,IRDM,SPSC,TSLA,NXPI,PACB,PRLB,FB,SPLK,IOVA,WDAY,FATE,TWOU,TWTR,JD,BABA,SQ,PSTG,TEAM,PYPL,SHOP,TDOC,NVTA,ALRM,Z,NTLA,TWLO,CRSP,OKTA,SPOT,DOCU,ROKU,SE,NIO,GH,TWST,BNGO,UBER,ZM,PDD,PD,TXG,PTON,VIR,BEAM,OCFT,RLAY,BEKE,U,PLTR
AMZN,0.009019567,0.014972589,0.012512081,0.014485901,0.0123256,0.015813973,0.013932893,0.014228203,0.012508451,0.010200379,0.01679643,0.014805433,0.008682042,0.013225729,0.0107080275,0.0065969396,0.010271044,0.013915733,0.013562267,0.013459377,0.014703137,0.015171727,0.013167257,0.012638535,0.011805753,0.015431884,0.012991048,0.015185855,0.013825443,0.014341273,0.013007327,0.014617858,0.012741076,0.009633575,0.013391872,0.0036391318,0.016773693,0.01590198,0.011977596,0.013731774,0.011018115,0.012708793,0.015005533,0.0072029606,0.011628462,0.010343604,0.015315118,0.016803127,0.017282763,0.014987424,0.01536265,0.014054626,0.015804157,0.011988974,0.0128604155,0.014298235,0.011078136,0.012220081,0.008115498,0.015139479,0.0033693337,0.012529994,0.009035851,0.011347248,0.014911779,0.009169154,0.0006666016,0.008912849,0.0017434964,0.0015318012,0.008828991,0.011684817,0.01263599,0.0036530523,0.007326317,0.010072259,0.013383638,0.010635101,0.012507936,-0.00024403911,0.012698492,0.008776404,0.0027307463,0.0075251115,0.0010454329,0.006679468,0.010266045,0.011612295,0.0028412454,0.0067924317,-0.008186274,0.0074397475,0.008812714,-0.0032316404,0.012871927,0.0127509115,0.0080050435,0.009403846,0.010052064,0.0040037865,0.0054903883,0.006498463,0.008031118,0.007829878,0.0052959695,0.0104001695,0.009019567
TSM,0.006236797,0.011409981,0.0095238,0.011122808,0.009324939,0.0120286895,0.011036626,0.010316191,0.009479113,0.006399418,0.012928279,0.011131546,0.006078505,0.009640454,0.00748475,0.003631195,0.006866942,0.0103690745,0.009863599,0.010208551,0.011108626,0.011474291,0.0095063085,0.009247699,0.008635021,0.0117844315,0.009693549,0.011497306,0.010632794,0.0109409215,0.009404604,0.011643642,0.009203468,0.006662678,0.009786423,0.001738938,0.012828114,0.011987358,0.0087772915,0.009834951,0.007894074,0.008884048,0.011695957,0.0046725036,0.008724191,0.007453899,0.0113906935,0.013080913,0.013915921,0.011049742,0.011521174,0.01072159,0.011911158,0.008820969,0.009565661,0.011006873,0.008004572,0.008461242,0.0049660783,0.011452205,0.0018377732,0.009138363,0.006534865,0.008194475,0.011203783,0.0061535416,-0.0011476963,0.005733913,-0.0006828769,-7.949886e-05,0.006280755,0.008933861,0.009405025,0.0016286913,0.0045693377,0.0066080773,0.009570855,0.0074250856,0.009515769,-0.0017562697,0.009530294,0.006095398,0.0007780716,0.0049452456,-0.0006102398,0.0037952242,0.0076871556,0.008547174,0.0012219835,0.004037655,-0.0076263924,0.0047538737,0.0059878714,-0.004432139,0.010125919,0.010040301,0.0058024935,0.0066067427,0.0071410174,0.0018421542,0.0033902298,0.0041146846,0.0054640085,0.0055855233,0.0028403462,0.0074407514,0.006236797
MRVL,0.0041969083,0.00908362,0.0071618296,0.008673816,0.007320409,0.009924822,0.00866687,0.008494833,0.007274761,0.004957065,0.010842894,0.009015173,0.004273278,0.0076100845,0.0054910393,0.002690652,0.005233595,0.008156295,0.0079269465,0.008039252,0.009049536,0.0093541825,0.0077210814,0.0072099753,0.0067296885,0.009534845,0.007783072,0.009421929,0.008443118,0.008650051,0.0075463597,0.009280203,0.0074149985,0.005306635,0.007760876,0.0006898779,0.010632312,0.009939647,0.0070254393,0.008114333,0.0061305454,0.007081528,0.009330875,0.0031106975,0.006315921,0.0056924545,0.009323654,0.010684112,0.011266054,0.009328124,0.009498565,0.008412599,0.009801475,0.006684132,0.0073576784,0.008684582,0.005956566,0.006789718,0.0034709773,0.009409631,0.00014359015,0.007295208,0.0048741437,0.0062206383,0.009102543,0.0046431543,-0.0023953996,0.0045792535,-0.0018392485,-0.0014457563,0.0044476422,0.006818916,0.0072962455,0.00045663118,0.0031857467,0.0051986724,0.007625172,0.005749507,0.0073365485,-0.0028471104,0.0075405445,0.0044666356,-0.00093761063,0.0036379872,-0.0021842695,0.0024110023,0.0059176497,0.0069707036,-0.0002044593,0.0025789454,-0.008849257,0.0032366426,0.0043105595,-0.005140186,0.0076606353,0.007971573,0.0038456665,0.0050001154,0.0057226806,0.0006924495,0.0015204465,0.0022830572,0.0038284035,0.003591416,0.0015386464,0.005292718,0.0041969083
CSCO,0.009909381,0.013979064,0.012685008,0.01395675,0.013171893,0.013893497,0.013291725,0.012517851,0.012735869,0.00934736,0.014380166,0.01426147,0.0098925065,0.0124646295,0.011042929,0.008001778,0.010193162,0.013227037,0.012085698,0.012871257,0.014095435,0.013570044,0.012030136,0.012187574,0.011839025,0.014070775,0.011867711,0.013712974,0.013094475,0.013348779,0.012033226,0.013704195,0.0124088265,0.0101298,0.012781132,0.0077042696,0.014634156,0.014279648,0.012044238,0.013151436,0.010795852,0.012505035,0.014116082,0.00922222,0.012888389,0.010756258,0.013896041,0.015202739,0.016022943,0.012912939,0.013540335,0.013399024,0.013799861,0.01167921,0.012609734,0.013493864,0.012154555,0.011308665,0.008894063,0.013936807,0.007054546,0.011638075,0.010253478,0.011812265,0.013288667,0.009640077,0.004307092,0.009488861,0.004673447,0.005522434,0.01106197,0.012579381,0.012070359,0.006429094,0.008311374,0.009489972,0.012166952,0.0108083915,0.012587639,0.0046791295,0.012854331,0.0097846035,0.006367546,0.008852907,0.0050783814,0.007836326,0.011014746,0.010852766,0.006903998,0.008332312,0.0014669488,0.009599514,0.009271518,0.0033834819,0.013682506,0.012706638,0.009256446,0.0105201565,0.010410646,0.007059819,0.008296717,0.008982336,0.0096686855,0.009887441,0.0074574393,0.010680043,0.009909381
EGHT,0.004206586,0.0074018724,0.007103547,0.007881713,0.0075724646,0.0072422978,0.00813948,0.0057503656,0.007077522,0.0020804992,0.007873845,0.0076667974,0.0047899554,0.0060056187,0.0049121426,0.0019519408,0.003313738,0.0065603545,0.0054108743,0.006887059,0.0076555144,0.006823769,0.0053167334,0.0058286088,0.0055134837,0.007797857,0.0060418136,0.0072789146,0.007128427,0.007475795,0.0054623326,0.008184223,0.0058779093,0.0042192247,0.006401645,0.0034359437,0.0074514663,0.0074432874,0.006178856,0.0061150007,0.0050889147,0.0054318495,0.008095781,0.003997986,0.0071500205,0.0050309445,0.0070592733,0.008752453,0.009843466,0.006413092,0.0069448818,0.0074779945,0.007113141,0.0059545655,0.006316977,0.007416524,0.0065739285,0.004679504,0.0020860787,0.007301667,0.0032688463,0.005501021,0.0051849512,0.005782656,0.0066072047,0.003924357,-0.00058789295,0.0035392372,-0.0014068759,0.0012954683,0.0058207843,0.0072948835,0.0058128606,0.001816432,0.003204004,0.0027953312,0.0052392688,0.004891532,0.006589402,0.00076070824,0.0068891086,0.004165416,0.0012508195,0.003419675,0.00019787974,0.0017392668,0.0059969975,0.004947846,0.0026774874,0.0018900712,-0.0007579846,0.003933875,0.0031288383,-0.00028544804,0.008684054,0.0076855198,0.004323487,0.0053692306,0.0050029987,0.0023357822,0.0035779104,0.0034150085,0.004558091,0.0045260857,0.0019073458,0.0048234696,0.004206586
INTC,0.008354415,0.0130921025,0.011329995,0.012846975,0.011318127,0.013539234,0.012433542,0.012024809,0.01133877,0.008558948,0.014265482,0.013015446,0.008130077,0.011505725,0.00959641,0.0060630823,0.008995777,0.012204742,0.01154622,0.011880997,0.01294568,0.013028323,0.011320525,0.011095321,0.010537443,0.013380152,0.011260841,0.013046424,0.012209321,0.012532016,0.011253071,0.012970522,0.011180198,0.008670405,0.011700079,0.0045111896,0.014303442,0.01364235,0.010684598,0.011914126,0.009711414,0.011107676,0.013231388,0.0070206244,0.010909702,0.00932119,0.013115155,0.014582705,0.015273388,0.012642549,0.013084403,0.012390969,0.013419475,0.01061279,0.011422903,0.0125962775,0.010233663,0.010435395,0.007331551,0.013105977,0.0043163835,0.010896209,0.00850277,0.010273186,0.012782261,0.008243652,0.001620898,0.007981493,0.0021824744,0.0026038634,0.008636512,0.010800407,0.011133985,0.0040147454,0.0067150393,0.008610811,0.011431325,0.009445067,0.01133668,0.0012194654,0.01141059,0.0081422785,0.003505486,0.0070627863,0.002103019,0.006178364,0.009495255,0.010108779,0.0038469387,0.006409198,-0.004073922,0.0072459104,0.007937473,-0.0010507714,0.0119731445,0.011536466,0.007673586,0.008684647,0.009003144,0.0043777125,0.0058137528,0.00658304,0.0076939594,0.007695374,0.0052768346,0.009413245,0.008354415
EXAS,0.0018283753,0.0010867477,0.0033282754,0.002302859,0.0037423389,-0.000107161235,0.003890121,-0.0016758209,0.003097196,-0.0038767473,-0.00036835647,0.0014402973,0.0029552141,0.00011943746,0.0008072704,-0.0006850399,-0.0011611027,0.00055867387,-0.0012214489,0.001951993,0.002039209,-2.656877e-05,-0.0010602565,0.0006335126,0.0014079805,0.001031734,0.00047729793,0.00021297392,0.002026653,0.0017790974,-0.0003556523,0.003185419,0.0003881869,0.0006173975,0.00050975266,0.00577541,-0.00068241823,-0.00010830257,0.0018610018,-0.0004958068,0.0009968122,-0.0006382931,0.0024393569,0.002908093,0.0039430596,0.0017689741,-0.00041995198,0.0013994263,0.0033013504,-0.0012392737,-0.0002807579,0.002010877,-0.00082990597,0.0017865384,0.0010191144,0.0022685407,0.0032290476,-0.0015055032,-0.0014676426,0.00044536032,0.0063988892,0.00019980408,0.003015935,0.0019680774,-0.00020350143,0.00080852583,0.0020106905,7.629255e-05,-0.0011601776,0.004468951,0.0046941545,0.0041027023,0.0009791828,0.002946272,0.0012998646,-0.0022003036,-0.0014194045,0.00069521694,0.0025056896,0.004575176,0.002417239,0.0019391966,0.0029351127,0.0016749727,0.0028633291,-0.00031098095,0.0037574982,0.0003119565,0.005372998,-0.00013653166,0.011363038,0.002528934,-0.00016334048,0.005128166,0.0058968673,0.004147237,0.0035877365,0.0030266298,0.0015661563,0.0032899557,0.0045852005,0.0029839086,0.0032951916,0.0034600096,0.0011123582,0.0014243424,0.0018283753
MSFT,0.010928185,0.016567066,0.014258683,0.016134705,0.014548936,0.017049214,0.015308133,0.015543532,0.014195616,0.011696223,0.017975235,0.016675478,0.010376533,0.0148112895,0.012547734,0.008397275,0.0120063815,0.015599668,0.01496353,0.01504325,0.016330346,0.01659115,0.0146643985,0.014308116,0.013722744,0.016896138,0.014208841,0.016625548,0.015426225,0.01573223,0.014439062,0.015990974,0.014467079,0.011262061,0.014966619,0.0058326544,0.01817101,0.017486475,0.013518066,0.015485983,0.012472578,0.014548819,0.016579987,0.00921,0.01369865,0.0121674575,0.01682379,0.018234499,0.018775405,0.01614403,0.016684039,0.015622827,0.017154712,0.013502147,0.014560988,0.015842646,0.012927939,0.013778893,0.010159071,0.016741142,0.005355168,0.013873211,0.010812957,0.013175535,0.016368167,0.010769132,0.002955011,0.010544764,0.0041783177,0.0038609877,0.011032993,0.013538281,0.014237479,0.0055700047,0.009072288,0.011616229,0.014917472,0.0121961245,0.014195696,0.002240709,0.014471595,0.010589894,0.005564658,0.009229881,0.0037828502,0.00850804,0.0119659705,0.0129029965,0.0051949676,0.009002055,-0.004555535,0.009716123,0.010681151,7.493701e-05,0.014754201,0.01420745,0.009848083,0.01135684,0.011598318,0.0061292453,0.007706472,0.0089737475,0.009803969,0.0101790875,0.007343417,0.0121779125,0.010928185
ORCL,0.008982572,0.0136083355,0.01208518,0.013418202,0.012170906,0.0138473725,0.013207483,0.012047425,0.011893071,0.008439872,0.014599776,0.013500099,0.008551663,0.011781328,0.009979624,0.0058987997,0.009307081,0.012645585,0.011795855,0.012482898,0.013374884,0.013457575,0.011561795,0.011513215,0.011272788,0.0137687465,0.011504059,0.01334528,0.012935583,0.01296295,0.0114702545,0.013712425,0.011422922,0.008816417,0.011869366,0.004832626,0.014730342,0.014037593,0.010941437,0.01201237,0.010009644,0.0112239085,0.013898477,0.00741933,0.011700623,0.009958723,0.01325716,0.015057374,0.016091263,0.012645566,0.013322121,0.012898351,0.013668433,0.011114739,0.011915496,0.013270299,0.010476338,0.010489831,0.007798557,0.013533024,0.0051384117,0.011164409,0.009096466,0.01074349,0.013249132,0.008444398,0.0021724305,0.007927466,0.0025064,0.0033814413,0.009296474,0.011459087,0.011753785,0.00434253,0.0069664633,0.008737888,0.011633296,0.009537606,0.012092892,0.001749166,0.011908097,0.0086393505,0.0046240645,0.0073220273,0.003066049,0.0064369384,0.010205916,0.010469064,0.0046121953,0.00707696,-0.0023553295,0.007788305,0.008550963,-0.00033841096,0.012880965,0.012213152,0.008746187,0.009138553,0.009152373,0.004711781,0.0065721567,0.00743193,0.007976561,0.00860098,0.005597862,0.0100252,0.008982572
IDXX,0.008624156,0.012705519,0.0115357,0.012685137,0.011414631,0.012971265,0.012592841,0.01151737,0.011386127,0.007993454,0.013600397,0.0127212005,0.008573966,0.011254225,0.009613937,0.0060043493,0.008658591,0.011793137,0.011149308,0.011824003,0.012767177,0.0125592975,0.010798532,0.010917637,0.010486346,0.013089551,0.011063426,0.012624061,0.012045924,0.012488762,0.010935718,0.012804063,0.010921282,0.008542635,0.0114790285,0.0054101157,0.013508065,0.013111206,0.010604796,0.011380855,0.009807082,0.0106481565,0.013050541,0.0074129244,0.0109200645,0.009476245,0.012638551,0.014078619,0.014761605,0.012139038,0.012696051,0.012317258,0.012859519,0.010791328,0.011093841,0.012526106,0.010463569,0.010157332,0.006933691,0.0126084965,0.0054571643,0.010687492,0.008660521,0.010288787,0.012352594,0.008369079,0.0024992814,0.007960361,0.0025256076,0.003734304,0.009044366,0.010969695,0.0109326625,0.004835286,0.0072864126,0.008275394,0.010978715,0.009433103,0.0110677695,0.0024276252,0.011304082,0.0082808575,0.0043712026,0.007247636,0.0030237255,0.0062543526,0.009815566,0.0098442165,0.0047722533,0.0062601697,-0.0018457107,0.0074871145,0.00779726,0.0004982457,0.012450542,0.011671259,0.008130947,0.009152688,0.009136823,0.0051734075,0.0067795967,0.007041463,0.008185038,0.008061045,0.0055556204,0.009517828,0.008624156
PAYX,0.009475889,0.013178463,0.012126284,0.0131973745,0.012543591,0.013177742,0.012958992,0.011575601,0.011950097,0.008331138,0.013839567,0.013319215,0.00894751,0.011605441,0.010219051,0.00638547,0.009259404,0.012390044,0.011367111,0.012252647,0.0130906915,0.012836218,0.011280779,0.011372273,0.011264142,0.013381952,0.011190294,0.012833631,0.012666583,0.012636315,0.011195194,0.01329913,0.011338354,0.008938065,0.011742889,0.0062003294,0.013876439,0.013542113,0.010895943,0.011814389,0.009974562,0.011172975,0.013535202,0.008181103,0.0120468,0.010060594,0.012773615,0.01446252,0.015425469,0.012130076,0.012769828,0.012686932,0.0130543625,0.011074361,0.011771709,0.01291388,0.010919831,0.010402792,0.008116361,0.013079218,0.006400892,0.010945136,0.009443914,0.010928384,0.012707013,0.008728753,0.0035812273,0.008275385,0.0036979285,0.0048496444,0.010031084,0.011652631,0.0115129575,0.005301526,0.0076440317,0.008666954,0.011294638,0.009634936,0.01198315,0.003575308,0.011899025,0.008990213,0.00611169,0.007700785,0.0046027596,0.0069481926,0.010468352,0.010116196,0.0059704655,0.0074928934,0.00077971746,0.00858801,0.008684333,0.0022580305,0.013206991,0.012100593,0.009142398,0.009763603,0.009342915,0.005840162,0.0076971008,0.008424506,0.008639064,0.009317602,0.006397583,0.010308899,0.009475889
ADSK,0.00864172,0.013296682,0.011864773,0.013199236,0.011931301,0.013565022,0.012936858,0.011992887,0.011798144,0.008286928,0.014208235,0.013365287,0.008764745,0.011668554,0.0098721385,0.0063839573,0.009071611,0.012333517,0.011547987,0.012258186,0.013413016,0.013142121,0.011262973,0.011336388,0.010893419,0.013570581,0.011388679,0.013224684,0.012503574,0.01290257,0.011336717,0.013287723,0.0114366235,0.008979557,0.011931134,0.005642416,0.014259663,0.013736528,0.011151118,0.012106661,0.010090755,0.0112922015,0.0135687,0.007632334,0.0114397975,0.009805758,0.013277241,0.014763349,0.01556765,0.012605179,0.013203706,0.012749737,0.013411842,0.011038647,0.011607651,0.01299164,0.010823895,0.010481325,0.0072933435,0.013285732,0.005352825,0.011020391,0.009040019,0.010684464,0.012860768,0.008577833,0.0021818476,0.008262876,0.0023649777,0.0035259905,0.009434034,0.011485215,0.011349228,0.00483171,0.0071807834,0.008554077,0.0114426045,0.00980622,0.0116184605,0.0022518614,0.011860447,0.008549513,0.004117279,0.007560786,0.0027262405,0.0063601146,0.010098272,0.010291891,0.0047891685,0.0066258376,-0.0022820581,0.007814198,0.008055356,0.00021595391,0.012741771,0.012115798,0.008204693,0.009324654,0.009460997,0.0052556368,0.0066170706,0.00707813,0.008303547,0.008191973,0.0056764265,0.009595053,0.00864172
ADP,0.0112713715,0.015443566,0.01393485,0.01529725,0.014213463,0.0155362645,0.014608339,0.0140705705,0.013910238,0.010975876,0.016097628,0.0155541925,0.01078032,0.013892738,0.012327484,0.008753305,0.011593946,0.014693999,0.013699789,0.014221658,0.015338062,0.015140374,0.013614148,0.013548557,0.013201321,0.015576396,0.013304266,0.015110894,0.014541139,0.014718735,0.0135374805,0.015092156,0.013667088,0.011131103,0.014098612,0.00780216,0.016331654,0.0158504,0.013063248,0.014381806,0.011997719,0.013765997,0.015518659,0.009997377,0.013970479,0.011880781,0.015286527,0.016710414,0.017465405,0.0145070115,0.015095056,0.014733977,0.015424971,0.01301468,0.013966001,0.0148956645,0.013045084,0.012779853,0.010313786,0.015346292,0.007607769,0.013124078,0.01116938,0.012989476,0.014916437,0.010762221,0.0051082233,0.010500581,0.0056833155,0.006092514,0.011756712,0.013473503,0.013539922,0.0069496445,0.00936894,0.010979819,0.0137288775,0.011877335,0.013930077,0.004899348,0.013949831,0.010855167,0.0073637343,0.009680567,0.0058739423,0.0090301605,0.012049131,0.012152739,0.007299494,0.00947194,0.0009951114,0.0104286205,0.0106292525,0.0032691082,0.014789859,0.013775339,0.010463827,0.011432167,0.011344598,0.007492921,0.009153827,0.010049187,0.010529979,0.010906867,0.008328216,0.012176036,0.0112713715
MXIM,0.008505367,0.013497081,0.011585021,0.013211189,0.011930097,0.01381045,0.012622982,0.0123709915,0.01164806,0.008815981,0.014559423,0.01364226,0.008351293,0.011867169,0.009912644,0.0065681515,0.009363087,0.012616807,0.011821167,0.012215885,0.013466272,0.013419618,0.01162959,0.011486663,0.010947152,0.013723602,0.011407891,0.013551379,0.012521786,0.012794475,0.011503192,0.013235221,0.011681238,0.009053951,0.012105482,0.0049807527,0.014754847,0.014148734,0.011121107,0.012592115,0.009958298,0.011694137,0.013610132,0.0074046873,0.011243393,0.009711935,0.013682284,0.015005335,0.01570656,0.012937854,0.013479275,0.0127282515,0.0138038555,0.01080125,0.011754684,0.01294362,0.010674228,0.0107879825,0.007624886,0.013659835,0.0042303586,0.011037565,0.008737921,0.010652132,0.01314012,0.008510269,0.0016752188,0.008356872,0.002466736,0.0026813252,0.009160278,0.011246302,0.01140479,0.0042810403,0.006934439,0.008893249,0.011807931,0.009802329,0.01158515,0.0014116354,0.011922566,0.008470601,0.0037279148,0.0073911967,0.0023706583,0.0063844603,0.009764759,0.010376229,0.0041088387,0.0068308758,-0.0039712777,0.0077668866,0.008195048,-0.0004881816,0.012248048,0.0118557075,0.0077180876,0.009203965,0.009442399,0.0048517445,0.0060081035,0.0069359164,0.007956753,0.008116997,0.0055960473,0.009535945,0.008505367
MCHP,0.0021323985,0.004209629,0.0042583114,0.0046881014,0.0049887644,0.003918437,0.0051748888,0.0025826949,0.004421247,-0.00024106866,0.0042900247,0.0045619085,0.0028078277,0.0030711833,0.0024177255,0.0007082615,0.0011670617,0.0036002249,0.0023521008,0.0039945305,0.004706401,0.0036390321,0.0025121286,0.003073792,0.0030455086,0.004410857,0.0032087145,0.004044149,0.004224772,0.0042307656,0.0026641018,0.0052506696,0.0032330249,0.002391738,0.003469043,0.003039203,0.0040113297,0.0040663974,0.0037659118,0.0033357362,0.0026280307,0.0027262028,0.00494224,0.002528837,0.004559551,0.0027799536,0.0037716334,0.005219653,0.0064291176,0.0031940136,0.0036490485,0.0043466254,0.0036121728,0.003162222,0.0034792307,0.004393028,0.004196814,0.0018655765,0.00029182946,0.0041766562,0.0024225877,0.0027646362,0.003255033,0.0033787573,0.0033991286,0.0019650497,-0.00094148144,0.0017943885,-0.0020366728,0.00076032593,0.0041323686,0.004852398,0.0031060018,0.0010266146,0.0014161984,0.0006017769,0.0022490523,0.0025861147,0.004069935,0.0005144819,0.004348465,0.0024779504,0.00021016481,0.0020071454,-0.00031404733,0.00026433682,0.003930268,0.002662085,0.0020772729,0.00049455557,0.00097565376,0.0024563991,0.0011768001,0.000103906495,0.005908468,0.0051901056,0.002516546,0.0034247488,0.0030497406,0.0015472339,0.0022528586,0.0020132712,0.0029701367,0.0029446795,0.0008183741,0.00243164,0.0021323985
DIOD,0.010033163,0.014592162,0.013115176,0.014415907,0.012466253,0.014741554,0.014057916,0.013148023,0.012990667,0.009819522,0.01510788,0.014324463,0.010112914,0.012933847,0.0111637665,0.007694307,0.010616432,0.013647719,0.012831529,0.013460846,0.014578601,0.01445217,0.012363002,0.012618144,0.012040211,0.0145942215,0.012571108,0.014318002,0.0135698095,0.014125568,0.012649319,0.014408594,0.012577655,0.010148436,0.013164044,0.0067536314,0.015507075,0.014664666,0.012315047,0.013186952,0.011381362,0.01254378,0.01468967,0.008792671,0.012646714,0.010960834,0.014482526,0.015816106,0.016700828,0.013533643,0.014345651,0.013907176,0.014468681,0.012387065,0.012909935,0.014320018,0.012038671,0.011589567,0.008624366,0.014321672,0.0067845546,0.012246277,0.010022645,0.01192337,0.014058172,0.009840496,0.0038980641,0.009333446,0.0040946687,0.0049103834,0.010504075,0.012515791,0.0127067175,0.0062486324,0.008208871,0.009915646,0.012793094,0.011106869,0.012885303,0.0034584026,0.012931179,0.009839204,0.0053685894,0.008863406,0.0042357678,0.007876364,0.011052821,0.0115102315,0.0060170987,0.008108134,-0.0008739666,0.008911354,0.009443351,0.00088263676,0.013731466,0.013150942,0.009546046,0.010140017,0.010494238,0.006480061,0.008087474,0.008379836,0.00964265,0.009449576,0.0070581157,0.01094213,0.010033163
QCOM,0.00802248,0.012271794,0.011116543,0.012320603,0.011600461,0.012291783,0.012064373,0.010807829,0.011127313,0.0071828207,0.012876438,0.012590635,0.008320612,0.010714963,0.009167065,0.0061163213,0.00820937,0.011385019,0.010346686,0.011363254,0.01259855,0.011963585,0.010191446,0.010464115,0.010120536,0.012498099,0.010348169,0.01220596,0.011576462,0.011892531,0.010274213,0.0123576205,0.010663075,0.008444969,0.011064451,0.006181122,0.01294924,0.012630911,0.010519641,0.011344413,0.009287346,0.010528215,0.012626454,0.007497381,0.010971664,0.009183644,0.012259942,0.013660154,0.014562454,0.011392665,0.012029648,0.011853699,0.012167316,0.010148148,0.010750306,0.0120308185,0.010470436,0.009494067,0.006589153,0.012330643,0.005452154,0.009968944,0.008626261,0.010075286,0.011675637,0.0079723,0.0021988554,0.0077651003,0.0022046468,0.0037315676,0.009416583,0.011086251,0.010384352,0.0048449477,0.006731029,0.0075827464,0.010336318,0.009152189,0.010835874,0.0027845963,0.011281344,0.008104995,0.0041385046,0.007208821,0.002912187,0.005796441,0.009621813,0.009377158,0.0051205433,0.006185392,-0.00060708565,0.0077227256,0.0073151,0.0014119772,0.012250827,0.0114972405,0.007652932,0.0090906825,0.008998727,0.0054624774,0.0065468177,0.0069357576,0.00804346,0.008018611,0.0054886234,0.0088029,0.00802248
INTU,0.010973737,0.016136007,0.014126723,0.015859755,0.014541702,0.016497811,0.015075007,0.015030153,0.014067166,0.011305697,0.017386455,0.01634725,0.010378337,0.014485088,0.012442035,0.008282797,0.011687709,0.015242901,0.014471333,0.014736187,0.015977072,0.016025504,0.014264034,0.013996594,0.013446139,0.01650271,0.013840359,0.016128844,0.015104834,0.015389907,0.014056055,0.015650105,0.01414107,0.011008477,0.014672721,0.006344822,0.017485457,0.016989518,0.01328496,0.0151079055,0.012224429,0.014237316,0.016219327,0.009384373,0.013761089,0.011950749,0.016309716,0.017769352,0.018323306,0.015653614,0.016167382,0.015336062,0.01659493,0.013303095,0.014277919,0.015479079,0.012987013,0.013448924,0.01001205,0.016268814,0.0059085544,0.013541285,0.010781568,0.013066128,0.01586418,0.010680619,0.0033827266,0.010448673,0.004389894,0.0043915105,0.0112444805,0.013451919,0.013901294,0.0057755727,0.00916357,0.011258103,0.014478044,0.011989395,0.013991827,0.0029403167,0.014262665,0.010514913,0.006031736,0.009131871,0.0042619705,0.008498721,0.0119208675,0.012465182,0.00570378,0.008896603,-0.0031601586,0.009880993,0.010419092,0.0010398712,0.014811293,0.014005391,0.009887276,0.011453746,0.011411311,0.006435179,0.008062319,0.009202137,0.0099143125,0.010242639,0.0074358117,0.012127971,0.010973737
TXN,0.009283493,0.014374455,0.012508966,0.014114393,0.012529402,0.0147868,0.013697216,0.013147884,0.0123522645,0.009324783,0.0156862,0.014305175,0.008760592,0.0126278885,0.010558413,0.006248161,0.009825382,0.013393118,0.012724258,0.013083407,0.014071866,0.014324574,0.012391143,0.012197182,0.011667019,0.014714011,0.012270864,0.014331703,0.013489503,0.013755434,0.012258917,0.014242844,0.012162555,0.009198313,0.012746086,0.004396639,0.015718045,0.015048932,0.011467342,0.012906129,0.010585566,0.0120375985,0.014578878,0.007508767,0.011899922,0.010286327,0.014347365,0.015994417,0.0167383,0.013800708,0.014375124,0.013630323,0.014789872,0.011693704,0.012509282,0.013891108,0.011000213,0.011457435,0.008053262,0.014393634,0.004479518,0.01186379,0.009149682,0.011196364,0.014137428,0.008902979,0.001743678,0.008451073,0.0024505374,0.0027789776,0.009304879,0.01172124,0.012281247,0.004143639,0.0073901014,0.009431527,0.01258161,0.010150223,0.012361231,0.0011117021,0.012409867,0.008820055,0.0042237192,0.00743334,0.0025694077,0.0066786865,0.010351269,0.010959062,0.004018063,0.0070682047,-0.0046588136,0.00785292,0.008805687,-0.0011775051,0.013156679,0.012552192,0.008580487,0.00954515,0.009652617,0.00457204,0.0064171073,0.0073523805,0.008167557,0.008566333,0.005609257,0.010463206,0.009283493
