,pr_1m_0m_cross,mv_cross,btm_cross,mom_12m_1m_cross,ram_12m_0m_cross,vol_3m_cross,res_mom_12m_1m_0m_cross,res_vol_6m_3m_0m_cross,asset_turnover_cross,gpa_cross,rev_surp_cross,cash_at_cross,op_lev_cross,roe_cross,std_u_e_cross,ret_noa_cross,etm_cross,ia_mv_cross,ae_m_cross,ia_ta_cross,rc_a_cross,r_s_cross,r_a_cross,fred_ff_cross,t3m_cross,t6m_cross,t2y_cross,t3y_cross,t5y_cross,t7y_cross,t10y_cross,aaa_cross,baa_cross,snp500_pr_cross,wilshire500_pr_cross,ted_cross,t1y_ff_cross,t5y_ff_cross,t10y_t2y_cross,aaa_t10y_cross,baa_t10y_cross,aaa_ff_cross,baa_ff_cross,core_cpi_cross,core_pce_cross,core_ppi_cross,cpi_cross,pce_cross,ppi_cross,trimmed_pce_cross,unemploy_cross,retail_mfr_cross,m1_cross,m2_cross,export_growth_cross,import_growth_cross,real_gig_cross,real_pig_cross,federal_tg_cross,real_gdp_cross,corporate_tg_cross,industrial_prod_cross,home_pr_cross,wti_cross,capa_util_cross,snp500_pe_cross,snp500_vol_cross,pr_1m_0m_serial,mv_serial,btm_serial,mom_12m_1m_serial,ram_12m_0m_serial,vol_3m_serial,res_mom_12m_1m_0m_serial,res_vol_6m_3m_0m_serial,asset_turnover_serial,gpa_serial,rev_surp_serial,cash_at_serial,op_lev_serial,roe_serial,std_u_e_serial,ret_noa_serial,etm_serial,ia_mv_serial,ae_m_serial,ia_ta_serial,rc_a_serial,r_s_serial,r_a_serial,fred_ff_serial,t3m_serial,t6m_serial,t2y_serial,t3y_serial,t5y_serial,t7y_serial,t10y_serial,aaa_serial,baa_serial,snp500_pr_serial,wilshire500_pr_serial,ted_serial,t1y_ff_serial,t5y_ff_serial,t10y_t2y_serial,aaa_t10y_serial,baa_t10y_serial,aaa_ff_serial,baa_ff_serial,core_cpi_serial,core_pce_serial,core_ppi_serial,cpi_serial,pce_serial,ppi_serial,trimmed_pce_serial,unemploy_serial,retail_mfr_serial,m1_serial,m2_serial,export_growth_serial,import_growth_serial,real_gig_serial,real_pig_serial,federal_tg_serial,real_gdp_serial,corporate_tg_serial,industrial_prod_serial,home_pr_serial,wti_serial,capa_util_serial,snp500_pe_serial,snp500_vol_serial
mv_serial,-0.010861986,-0.050175343,-0.0013135525,-0.013831646,-0.002838034,-0.052616827,-0.024317836,-0.028372612,0.0028237603,-0.0080513125,0.0012990265,-0.04666953,-0.02098597,0.010113133,-0.02899143,-0.02674324,0.024819737,-0.008915886,-0.0020466768,-0.022325944,-0.012754751,-0.022961522,-0.031347428,0.014798333,0.016567186,0.02453856,0.017437145,0.019288998,0.020555405,0.02242384,0.021038389,0.0109031815,0.01581057,0.013176626,0.015592472,0.031287163,0.011525055,-0.0072505246,-0.022209056,-0.018082518,-0.009530189,-0.01498454,-0.0028750168,-0.0032570413,-0.030555438,-0.004205343,-0.008603187,-0.030497925,-0.009466819,0.017294321,-0.018081736,0.03818564,-0.031568307,-0.0142985815,0.031264633,0.02995008,0.013878171,0.025100376,3.7999824e-05,0.031736188,-0.0046254923,-0.039607313,-0.012643033,-0.03566113,0.023692492,-0.026884334,-0.014046965,0.011671142,0.04291846,0.020847917,0.029477626,0.01707544,-0.07508122,0.007712213,-0.06080433,0.018247914,0.02760752,0.01938297,0.005054817,-0.0044320896,-0.0016794348,0.003577714,0.006491734,0.026691647,-0.0021898996,0.046728767,-0.024769086,0.02968514,0.020853853,0.020207154,0.03133076,0.028608212,0.02731603,0.03297065,0.025695775,0.029922785,0.023058187,0.02042502,-0.0011990367,0.0068135993,0.001454582,0.0022221755,0.039502658,0.016631925,-0.014031998,-0.030290233,-0.022190504,-0.008001807,-0.012161485,-0.008655219,0.004619524,-0.022365235,0.0036032216,-0.0030962403,-0.01639829,-0.016101051,0.019663097,-0.020577896,0.032995455,-0.028417135,-0.00906627,0.029011026,0.025615595,0.023757566,0.023513809,0.0062023415,0.037198283,-0.0165133,-0.025746027,-0.014086124,-0.02466288,0.025660282,-0.028747201,-0.007031703
btm_serial,0.009531303,-0.00060139364,0.018497478,-0.0030307346,0.0017097942,-0.034980893,-0.004020896,-0.0149183655,0.0116642425,-0.00071596995,-0.00085038505,-0.038355898,-0.007816166,0.008306291,-0.003476153,-0.014959943,0.031282507,0.0032479037,0.008931344,-0.010081463,-0.0012483107,-0.0067170993,-0.020164493,0.0082088625,0.010226,0.00540083,0.0060386616,0.004587369,0.0014167475,0.00013373536,-0.0015503978,0.0054374654,0.006867536,0.01736753,0.016350728,0.009142125,0.018998338,-0.0020954295,-0.012926657,-0.0034008042,0.0015271513,-0.002763433,-0.00088051724,0.007116052,-0.012486683,0.006080024,-0.0074852235,-0.014598621,-0.0051078293,0.0074701696,-0.0070385844,0.01601347,-0.01548146,-0.004293931,0.0036297853,0.0005434059,0.010090685,-0.0010965789,-0.0049278294,-0.00210975,-0.005970081,-0.027051922,0.00047092183,-0.010443337,-0.0012812894,6.5604225e-05,0.0048476425,0.014597161,0.025760578,0.018556552,-2.80299e-05,-0.0068541523,-0.033712916,-0.0074037085,-0.01582312,0.015530191,0.009074903,-0.0048502833,-0.0073201833,-0.006995119,-0.011263673,0.015835846,-0.016713569,0.010332578,0.019327242,0.03668755,-0.010387003,0.0044329655,0.003903709,-0.0048804074,0.0077989073,0.011590835,0.008278352,0.010210135,0.008388819,0.0028267018,-0.0017083016,-0.003707376,-0.004894201,-0.0015096986,0.019552052,0.018288016,0.016443765,0.013760765,-0.008202605,-0.02079507,-0.0056519415,0.0010900929,-0.0072679976,-0.00310828,0.0068706097,-0.016018,0.010124685,-0.008626202,-0.012321714,-0.010854845,0.012373544,-0.0130794225,0.013738139,-0.009192709,0.00016207487,0.0056955363,0.002188631,0.022509493,-0.0031012197,-0.005503952,-0.00159864,-0.011227883,-0.020866351,0.0013399395,-0.012263554,-1.565626e-05,0.004289842,0.010067716
mom_12m_1m_serial,-0.019737693,0.0022305883,-0.0041130185,-0.041267138,-0.027131695,0.00790935,-0.012564748,-0.00062243064,-0.009946202,-0.011612321,-0.0052508763,-0.05377033,-0.016929865,0.026701739,-0.045841943,-0.007252128,0.03828602,-0.012547845,-0.009136855,-0.011536188,-0.028415589,-0.036149286,-0.021262407,0.0026045158,0.0023363854,0.0051926654,0.011845686,0.015248466,0.014110901,0.009768799,0.008142058,-0.019518612,-0.034526154,0.008335768,0.00918719,0.004947281,0.017798144,0.0013603816,-0.008252119,-0.0122954305,-0.019579416,-0.0082863625,-0.0012422962,0.013944837,-0.016408222,0.012406072,0.0156221595,-0.011041837,0.013849097,0.013408202,-0.009136296,-0.028247517,0.00541508,-0.011652686,0.010085941,0.0059221806,-0.0072174934,-0.012910854,0.009550439,0.001537901,0.028467145,-0.023168476,0.003257879,0.018991692,0.0018185274,0.030537944,0.0030016776,-0.037557736,-0.05557997,-0.04067559,0.015895575,-0.012910176,-0.008983438,0.032813914,0.02364002,-0.004641246,0.0026390497,-0.00088841736,-0.027708964,0.011472129,0.0033440373,0.029374192,-0.030016188,-0.029847207,-0.0010437882,-0.017235726,-0.0042668045,-0.0058843675,-0.040713347,0.017040564,0.0027507404,-0.00046204135,0.003624703,0.0028866017,0.006578694,0.011132239,0.011522887,0.009621339,-0.024679378,-0.030297369,0.021798853,0.020999182,0.004430861,0.01803014,-0.003809696,-0.0038350075,-0.004573733,-0.014977917,-0.011221446,-0.00654474,0.010048681,-0.019303076,0.007768151,0.011416091,-0.010347445,0.012229209,0.007949171,-0.01260421,-0.0200548,0.020423548,-0.012028517,0.016261518,0.017951721,-0.003250187,0.0005703894,0.03245096,0.010365955,0.021860845,-0.009088613,-0.014457368,0.021089496,0.011640882,0.015131297,0.0022645278
ram_12m_0m_serial,-0.0024857053,0.017928097,-0.0023304124,-0.0029039811,-0.008497341,0.0064823306,0.003501744,-3.2334356e-07,-0.008642751,0.0005232193,-0.009466403,0.00606313,-0.004982659,-0.01009278,-0.0005064334,8.959934e-06,-0.00468493,-0.006358981,-0.010934298,-0.0043698614,-0.008245526,-0.0019428143,-0.0054996214,-0.0023382138,0.0002548782,0.003197308,0.0043058055,0.0019127723,-0.0042256895,-0.008764636,-0.009106457,-0.015706457,-0.019537387,0.0013126158,0.00029124643,-0.0066907704,-0.009761387,-0.003982451,0.003139037,-0.0001465643,-0.005903908,-0.00916842,-0.004866503,0.008154962,0.02581068,0.007810957,0.018983176,0.029712522,0.023789378,0.0039970935,0.00097393757,-0.029837959,0.00617981,0.0014087488,-0.0061580236,-0.012602348,-0.0038783695,-0.018080778,-0.010844992,-0.0068649906,0.007870652,0.0323064,-0.0063408487,0.02713129,-0.008858452,0.013807672,-0.0017697066,0.00433965,0.0050335308,1.07473315e-05,-0.024287343,-0.004053195,0.020350529,0.007375634,0.013439556,0.011169417,0.0058159432,0.0043458855,-0.016474599,0.016547173,0.005525964,-0.003307414,-0.0072865193,0.0058097593,-0.0028936598,-0.027011417,0.010276137,-0.003071456,-0.0030782192,-0.018004764,-0.0028265868,-0.0043619615,-0.004690648,-0.0031123683,0.000686272,-0.0031575125,-0.0012691193,-0.0017099136,-0.0054877573,-0.012849101,0.007129063,0.0052754753,-0.008637441,-0.006569448,-0.0013565375,0.0066226567,0.00089088327,-0.007825407,-0.0030701573,-0.0012803006,0.0074303383,0.027921734,0.003859829,0.018758379,0.027733982,0.027745202,-0.0014352426,-0.0024679194,-0.026618443,0.0017240199,-0.0041166013,-0.0034002184,-0.007300929,-0.009299631,-0.012378263,-0.010237802,-0.0074496414,0.012532055,0.028474469,-0.011575689,0.026945127,-0.0053536096,0.013104207,-0.0066377604
vol_3m_serial,0.004983969,-0.012275641,0.008768482,-0.0019616126,0.0066083316,-0.05168264,-0.022619156,-0.028019512,-0.0010301097,-0.008988841,-0.0024526292,-0.03440897,-0.016528586,0.0061167493,-0.010363452,-0.015112699,0.018706826,-0.0037409707,1.5920494e-05,-0.014200475,-0.008184667,-0.012305024,-0.02325556,0.007620973,0.004349258,0.009737411,0.008735513,0.0105271945,0.011092652,0.013868174,0.01405965,0.01837238,0.02257919,0.006883174,0.006300572,0.005189431,0.01347722,0.0035826198,-0.0073688263,-0.007395442,0.0023077547,0.0013036613,0.0073974924,-0.0063022003,-0.01196257,0.00016826158,-0.011087375,-0.0141378,-0.009594251,-0.0029860882,-0.006903792,0.025035,-0.020413605,-0.011436366,0.017913068,0.01949764,-0.009116943,0.013815599,-0.006942986,0.0076537477,0.0012583775,-0.018678086,-0.0067157084,-0.020377433,0.009878508,-0.013168255,-0.0072677108,0.02055887,0.015121277,0.023262424,0.009843785,0.01989397,-0.039201133,-0.017373398,-0.023524709,-0.0020949207,0.0077113523,-0.00577109,-0.011835185,-0.0073185447,-0.006129238,0.0052399132,-0.0030021418,0.010836152,0.009577644,0.028816402,-0.008900024,0.004877795,0.003792298,-0.0036387162,0.012880075,0.0134622175,0.009688961,0.015133762,0.012253559,0.012227014,0.011837596,0.010126974,0.006032559,0.011181603,0.006334702,0.0038825104,0.019246474,0.012182689,-0.006477655,-0.013313885,-0.006221349,0.003415019,0.0021474224,-0.0010566707,-0.0033999027,-0.008844855,0.0023420989,-0.0038166062,-0.0046983236,-0.009200173,0.008433408,-0.007026329,0.020714479,-0.018012015,-0.008205354,0.014274307,0.011921066,0.0012807772,0.009935922,-0.0051019234,0.011120542,-0.005165345,-0.010599424,-0.006522089,-0.012425784,0.01138776,-0.016302226,-0.0030473503
res_mom_12m_1m_0m_serial,-0.0039401846,-0.01644584,-0.000646858,-0.0054715164,0.002388696,0.0027128567,-0.00050418294,0.0029627786,0.0060131205,0.009304058,0.0037999114,-0.008607811,0.0033544658,0.010572086,-0.0028496617,-0.0058766613,0.010653993,-0.0004191715,-0.002205907,0.0015402633,-0.0017915529,-0.0053398903,-0.0066289725,0.004476647,-0.004995073,0.0004444725,0.0025765146,0.0018593592,0.006215969,0.0041590217,0.004882691,-0.0077956053,-0.005521763,-0.007871633,-0.0058244183,0.0072452314,0.0018035147,4.56298e-05,-0.001987889,-0.0023386118,-2.9981158e-05,-0.0009874101,0.006313961,-0.00039348245,-0.0073189163,-0.0013023671,0.007096619,-0.0039735693,0.00500811,0.002723981,0.0006752792,-0.00996715,-2.5253248e-05,-0.004932039,-0.0011548635,-0.0015648474,-0.00090631586,-0.00315087,-0.007240633,-0.001436895,0.004112467,-0.006711896,0.003634644,0.008031246,-0.00070147327,0.0034358436,0.0035781832,-0.007994929,-0.026037624,-0.014242853,-0.007075212,-0.008540227,-0.00033938762,0.0036593254,0.004555132,-0.0071900235,0.017728219,0.0011570284,0.005798451,-0.0028075548,-0.002380889,0.016181765,-0.0048358855,-0.0060606836,-0.013068108,-0.010981386,-0.011393885,0.005864546,-0.0038641046,-0.0044908,-0.005629814,-0.009779278,-0.004027923,-0.0047857272,-0.0054487223,-0.0020018555,-0.0015125915,-0.0021540727,-0.016721271,-0.011463021,-0.0060633575,-0.0050754147,0.01079305,-0.0020574185,0.0025237002,0.0014232197,0.0025911555,0.0021731297,-0.00022864796,0.002223446,0.0005323496,-0.0065240054,-0.00023266365,0.006753722,-0.0027016632,0.0044288984,-0.0032801526,-0.0008258425,-0.008363841,0.0057819965,-0.0014896316,-0.0044461978,-0.0018226766,-0.0023433291,-0.0031704067,-0.0029904188,-0.0018474259,0.0044908784,-0.0058895405,-0.004950531,0.008674162,-0.00019911036,-0.0026423745,0.00048556214
res_vol_6m_3m_0m_serial,-0.0036746012,0.008983032,0.0057498,-0.012802594,-0.010474104,0.0056488705,-0.0053945463,0.005543115,0.0011899822,-0.0032736806,-0.0001402787,-0.017843984,-0.0024697373,0.008163288,-0.01011346,-0.000366149,0.017580414,0.0011853315,0.00145768,0.0028448435,-0.004165513,-0.006488404,-0.0038847583,-0.003762988,-0.004602329,-0.0060425666,-0.003033947,-0.001948375,-0.0017252002,-0.0011231314,-0.001274512,0.0018208533,-0.002000677,-0.00095362024,-0.0009886485,-0.0014014565,0.010031657,0.0042802817,0.0017955216,0.0037406294,0.0019853343,0.0066581187,0.0060233157,0.0005510115,-0.007314471,-0.0013893651,-0.0008238414,-0.008152252,-0.0043368256,-0.0017074492,0.00487719,-0.002833761,0.00417963,0.00043198498,-0.0028390817,-0.0021098596,0.00060809095,-0.0005063952,0.004296,0.0006688908,-0.000117824035,-0.013807261,0.0051084384,0.0057446635,0.00082978234,0.0059531233,0.006005738,-0.017408138,-0.01682067,-0.006937559,0.0016854323,-0.013088,0.0028281498,-0.00027959544,0.014348648,-0.005704577,-0.007974376,-0.0077675334,-0.010809032,0.0063180886,0.0013928862,0.0033684531,-0.01358978,-0.002908696,0.0054658577,-0.0012455946,-0.0028771695,-0.004114159,-0.010857458,-0.0013967503,-0.0038356497,-0.005648208,-0.0049517136,-0.0060600373,-0.0060847057,-0.0048134224,-0.0028626425,-0.003509316,-0.0016132314,-0.0019356939,0.004295389,0.003908984,-0.0035417157,0.006792881,0.0038750502,0.0023101578,0.007040579,0.004550925,0.0027495124,0.0045985035,-0.0016584917,-0.012240979,-0.0010867426,-0.0054473495,-0.010460262,-0.007423033,0.0020576946,0.005198175,0.00052753795,0.010579252,0.0012678126,-0.0017008426,-0.0009176042,0.003667006,0.0014599998,0.01025354,0.0012300758,-0.0023101228,-0.009261199,-0.0021493149,0.0007248116,0.0028133714,0.00319842,0.008665787
asset_turnover_serial,0.004959998,-0.0030892233,0.005278299,-0.006712178,-0.00028147455,-0.023971727,-0.007942996,-0.019442244,-0.0010217864,-0.0042087883,-0.0018268584,-0.03238971,-0.013288877,0.017542424,-0.0124598155,0.00087965134,0.024072342,-0.0024242564,0.0053831167,-0.009925862,-0.008691601,-0.013230577,-0.0143737765,0.012843043,0.013759628,0.010581873,0.007890623,0.0066664107,0.005083631,0.004728328,0.002662183,-0.006632836,-0.008743433,0.017532041,0.016917875,0.0039938404,0.0071551157,-0.0042165676,-0.014602813,-0.00622689,-0.0060592312,-0.005527023,-0.0053968774,0.01219257,-0.01627681,0.01052686,-0.0038248522,-0.017360425,-0.0012655504,0.005690166,-0.011400969,0.012276637,-0.0075649302,-0.0061676563,0.009392766,0.0092867,0.0037832824,0.0013788725,0.006444816,0.0022519703,0.003613952,-0.021416536,-0.0056929006,-0.009055001,0.0051988605,0.0061550704,-0.0019800507,0.0062873913,-0.0014050637,0.00052253756,0.01612515,0.002471432,-0.027605072,0.002068071,-0.014630258,0.0071178903,0.007814752,-0.011652493,-0.013694835,-0.013935386,0.0008801243,0.023497676,0.0005226887,-0.0038958618,0.011525452,0.03299288,-0.008860563,-0.0044563436,-0.00843583,0.0040085106,0.013304922,0.011229352,0.010790074,0.010802651,0.011144416,0.009762975,0.007149336,0.00506536,-0.009739592,-0.012289367,0.019138562,0.01894429,0.011621383,0.008412935,-0.009940429,-0.018906536,-0.00781331,-0.005669318,-0.013377954,-0.008254137,0.0107922675,-0.018376704,0.012627079,-0.0023258463,-0.0136868665,-0.0034957004,0.009136788,-0.013313011,0.01140707,-0.0022360298,-0.0041839597,0.012432106,0.012635719,0.013162081,0.0022670105,0.008536411,0.007099418,-0.0047105565,-0.013577107,-0.007322676,-0.006625728,0.008151428,0.004120454,0.00082513323
gpa_serial,-0.004566696,-0.01264518,0.0009412222,-0.028814854,-0.022290466,0.013180022,-0.006416366,0.007494742,-0.008902037,0.0009673469,-0.0052235657,0.0025194825,-0.0073589585,-0.00025732676,-0.020889895,0.0034408285,0.0024639722,-0.007373639,-0.009670909,-0.00058138533,-0.0121574905,-0.008659653,-0.008008168,-0.007284808,-0.010572242,-0.008789731,-0.0051244833,-0.00435299,0.004383193,0.008382109,0.011732491,0.015197908,0.014062606,-0.016098082,-0.01519497,-0.00032373617,-0.0042539453,0.004317338,0.0063929763,0.004220007,0.0068084197,0.0093920585,0.00914828,-0.01772527,0.0014268346,-0.015730526,0.007793125,0.0008837417,0.0034880796,-0.00032324795,0.008245898,-0.0065610437,-0.0020824857,-0.006971304,-0.0017645095,-0.0010313905,-0.0016761249,0.010235263,0.011902676,0.012618068,-0.014404387,-0.0021890644,-0.0035766661,0.009157116,0.011112028,-0.018351417,-0.0032000884,-0.010176194,-0.029744793,0.0015188354,-0.01719357,-0.00068230066,0.020281356,0.0077938847,0.011960447,-0.009012914,0.0013805905,0.00074258714,0.008124363,0.021393629,0.002491035,-0.011176213,0.014781473,0.0064418027,-0.015402769,-0.018818902,-0.004016251,0.00084476144,0.0046995226,-0.0045809126,-0.011227026,-0.008592239,-0.0072949,-0.006463483,-0.0014057767,0.00029326542,0.004650127,0.0066769654,0.015843553,0.02131819,-0.017006293,-0.016591854,-0.004583492,-0.0022735763,0.014683645,0.009950372,0.009766982,0.010789693,0.012899333,0.011325308,-0.017328285,0.0039736093,-0.018151,0.005202917,0.0008819006,0.0030691572,-0.0045465278,0.011393656,-0.0060910247,-0.0011508378,-0.0071124057,-0.005610096,-0.0023001733,-0.0047267447,0.012841085,0.016641278,0.014224457,-0.01663135,-0.00016045081,-0.0134274755,0.009030981,0.012118367,-0.025546353,-0.0009800962
rev_surp_serial,0.0027770288,-0.028819017,-0.0023572324,-0.00083539385,0.0039512366,-0.001954828,-0.005690232,0.003820454,0.0015206832,0.006109562,0.0115305465,0.016508278,0.014331569,0.0033310452,0.0072687487,0.002674482,-0.008784527,0.0042987126,0.0011303158,0.007932005,0.014182534,0.009161007,0.009814728,0.0013408829,-0.00032861513,0.0006241696,-1.2466626e-05,0.0024296253,0.008938809,0.012032521,0.012885902,0.016421784,0.020945419,-0.02051477,-0.018920535,0.010223416,-0.004540462,0.0015571626,-0.0031365072,-0.00094822876,-0.0010208016,0.0019696685,0.0054461574,-0.013410208,-0.012037299,-0.013101066,-0.0049124006,-0.012089504,-0.010294699,-0.0013830587,0.001892455,0.017232275,-0.0038336196,-0.0031471837,0.008104856,0.008864685,0.0051228185,0.015633984,-0.0054880627,0.008276049,-0.015112188,-0.0143102985,-0.0075541018,-0.0080993045,0.007854279,-0.02307927,-0.008841464,0.003982185,0.0063433554,0.021284902,-0.010076906,-0.0021338528,-0.011505389,-0.028041337,-0.023141222,-0.010164668,0.001961397,0.020999566,0.016087037,-0.0067482106,0.010779817,-0.014094895,0.014659844,0.01738854,-0.008319072,0.0015506675,-0.009308489,0.018065367,0.018494278,0.0028813076,0.0015875363,0.0029572523,0.0040148254,0.0062403753,0.003218254,0.005649107,0.0052913507,0.0060617016,0.012401392,0.018605398,-0.025886072,-0.024081873,0.009852828,-0.0010274522,0.0028872471,-0.0020622758,0.0010019848,0.0025217088,0.0041324287,0.0023108735,-0.011253351,-0.00952942,-0.010103453,-0.0048660245,-0.0099207265,-0.011178619,-0.0017556247,0.009965957,0.017046165,-0.0041806884,0.0011461988,0.002255275,0.002103752,0.006790941,0.009730381,-0.0072548697,0.004963233,-0.012420233,-0.013977309,-0.002765211,-0.007336035,0.001996928,-0.01931465,-0.005597582
cash_at_serial,0.0075938725,0.005297279,0.0018322234,0.018560672,0.011160003,0.009327977,0.005681045,0.011753945,0.017877059,0.0054315315,0.0036525745,0.013508517,0.0068885125,-0.00793257,0.027580673,-0.0025952132,-0.0024788333,0.01080254,0.011589455,0.011785529,0.01459218,0.019314082,0.007786166,-0.0025433518,-0.005708387,-0.0010137529,-0.010161057,-0.013641054,-0.021653851,-0.022845672,-0.02562743,-0.017757893,-0.011001573,0.010013807,0.008981833,-0.0065506357,-0.002431511,-0.00090247684,0.0056245127,0.011294103,0.006233528,-0.0038900021,0.0029650666,0.013849517,0.019039221,0.009739157,-0.0067377323,0.019962931,0.0021268171,-0.0034168025,-0.0006560872,0.0007399634,0.013653294,0.020221816,-0.014513312,-0.01666672,0.0010509047,-0.011428233,-0.012028491,-0.009661478,0.0027354585,0.022066783,0.009351967,0.00042865344,-0.017324641,0.00947986,0.010215485,0.011238935,0.03132015,0.0066720066,-0.008464273,-0.008598396,-0.012359505,-0.022974128,-0.0065372153,0.028116044,0.014139251,-0.0025946074,-0.00732846,-0.017397676,0.009244766,-0.015215581,0.000113548944,0.035074208,-0.00010497519,-0.00046950183,0.014655619,-0.004007759,0.00029142457,-0.02602933,-0.004676767,-0.008567294,-0.006979936,-0.010612561,-0.017743062,-0.016294768,-0.018533096,-0.018860519,-0.0075742914,-0.009575791,0.005101439,0.0041098944,-0.01687033,-0.008582542,-0.005141136,0.0036823489,0.0032294416,0.0011619402,0.002313984,-0.0033067022,0.008168315,0.018369786,0.009384748,-0.006863094,0.015217473,-0.001964146,0.005214633,0.0010802198,2.6030233e-05,0.0046254755,0.016107444,-0.011204596,-0.016788796,-0.004508913,-0.010782416,-0.02154251,-0.010856417,0.0065117674,0.010956251,0.012384135,-0.005503959,-0.017930092,0.016105605,0.0011468806
op_lev_serial,0.0020926383,-0.011308217,0.004701323,0.009143699,0.011448923,-0.019897345,-0.009488291,-0.0077940742,0.009608912,0.0005794256,0.010072031,0.006629739,-0.0010004883,0.0035395569,0.0090851765,-0.0022805375,0.0010316421,0.0029952594,0.003548221,-0.0009951609,0.00795214,0.0060235574,-0.0016733332,0.0038773636,0.00074863934,-0.0016788534,0.001617941,0.0031770938,0.0030656047,0.0028192126,0.0036606553,0.005573894,0.00960705,-0.00432041,-0.0033497678,0.0070440774,0.0054225093,0.0021435914,0.0002646703,0.00040500524,0.004671016,0.0078446185,0.008365724,-0.0043699313,-0.0012418709,0.0016272106,-0.006294196,0.0012409515,-0.0025651194,-0.0054238364,-0.001736261,0.012841262,-0.0030830177,0.0038475597,0.0049868547,0.0032634467,-0.011783358,0.00038545148,-0.015075353,-0.0043073073,0.008149193,0.00020165998,-0.0019653165,-0.011750245,-0.003970334,-0.0053015198,-0.0043618665,0.011226902,0.0016823916,0.015016222,0.00967826,0.011329836,-0.031250007,-0.020395925,-0.020161858,0.0066484376,0.0074902805,0.010242893,0.0013725146,-0.015467269,0.008279252,-0.0073573426,0.015233939,0.0067371093,-0.012893475,-1.2862729e-06,-0.0007046927,0.0111018205,0.0088520665,-0.004013469,0.003960425,0.003347782,-0.0002820708,0.0020575442,0.0032701562,0.00278477,0.0041687693,0.003359101,0.0064506023,0.007998682,-0.014065381,-0.013020316,0.013265772,0.003417014,0.00647126,0.0020002204,8.210298e-05,0.00052118575,0.0041972585,-0.00083703833,-0.0054835174,0.0049374984,-0.0034059708,2.005638e-05,0.007329693,0.0014881479,-0.0061327456,-0.0016068051,0.00621813,-0.011738785,0.00024914948,0.0065040886,0.0024823202,-0.019391904,-0.0009433604,-0.02019685,-0.0029014444,0.00835046,0.0032460366,-0.0024545437,-0.0036561734,-0.0033566,-0.0069345776,-0.009772088
roe_serial,2.1683227e-06,-0.0006525271,0.001029915,0.009404814,0.008231454,-0.0050989343,0.0035230282,0.003355576,0.010906412,-0.0007037644,0.0087983515,-0.0021962197,0.0073113097,0.010351424,0.010404506,-0.0038186817,0.0021707315,0.0042776167,0.007750777,0.00027351454,0.009295897,0.005376808,0.0051475777,0.0067312256,0.003950729,0.007471506,0.009382215,0.0060192537,-0.00023772809,-0.004567404,-0.0073749037,-0.01938452,-0.019576987,0.009975853,0.011092536,0.002223781,0.0043548113,-0.0042267162,-0.0023039328,-0.003079842,-0.007093645,-0.005768042,-0.0022696012,0.016439853,0.0001999808,0.012079261,-0.002436164,0.001358027,-0.0008712223,0.0009532613,-0.0049804975,-0.001960648,0.010475156,0.008392688,0.0039470615,0.0009168819,-0.00484974,-0.015277821,-0.01537084,-0.012426748,0.0077458117,-0.00095456373,0.0009536485,-0.0040435344,-0.012775723,0.021288076,-0.00053786935,0.006860353,0.010740865,-0.0029062722,0.006573648,-0.0032599673,-0.026406905,-0.0074395384,-0.005737828,0.0075463555,0.0074060373,0.008398258,-0.007646324,-0.016967831,0.0068274196,0.005157654,-0.013574156,-0.0021859119,0.001506632,0.0070437887,-0.0042928234,0.001249031,-0.0070381234,0.00025326275,0.005923292,0.002324511,0.004023741,0.001890458,-0.00025985177,0.0012560406,-0.0012465807,-0.0030415105,-0.021852411,-0.026386324,0.012044341,0.012419091,0.00947573,0.0053091045,-0.0081801,-0.009527146,-0.004956387,-0.009420661,-0.009056367,-0.009300922,0.014072494,-0.0014137327,0.014758018,-0.0009825294,0.00024747505,-0.00018172737,0.0012935038,-0.0073048305,-0.00094238773,0.011671111,0.0072700423,0.0060293796,0.0032901925,-0.0010587411,-0.014908123,-0.016937627,-0.012598732,0.00702143,-0.0030611607,0.002455462,-0.0012327196,-0.012727621,0.022914413,-0.0048074336
